"Agent","AgentID","Cond","Qnum","Correctness"
"Human",86,"op",9,0
"Human",86,"op",10,0
"Human",86,"op",11,1
"Human",86,"op",12,0
"Human",86,"op",13,1
"Human",86,"op",14,1
"Human",86,"op",15,1
"Human",86,"op",16,1
"Human",86,"op",17,0
"Human",86,"op",18,0
"Human",86,"op",19,0
"Human",86,"op",20,0
"Human",86,"2c",1,1
"Human",86,"2c",2,1
"Human",86,"2c",3,1
"Human",86,"2c",4,1
"Human",86,"2c",5,0
"Human",86,"2c",6,1
"Human",86,"2c",7,1
"Human",86,"2c",8,0
"Human",86,"2c",9,0
"Human",86,"2c",10,0
"Human",86,"2c",11,1
"Human",86,"2c",12,1
"Human",86,"2c",13,0
"Human",86,"2c",14,0
"Human",86,"2c",15,1
"Human",86,"2c",16,0
"Human",86,"2c",17,0
"Human",86,"2c",18,1
"Human",86,"2c",19,0
"Human",86,"2c",20,1
"Human",86,"4c",1,1
"Human",86,"4c",2,0
"Human",86,"4c",3,0
"Human",86,"4c",4,1
"Human",86,"4c",5,0
"Human",86,"4c",6,1
"Human",86,"4c",7,1
"Human",86,"4c",8,0
"Human",86,"4c",9,0
"Human",86,"4c",10,1
"Human",86,"4c",11,1
"Human",86,"4c",12,1
"Human",86,"4c",13,0
"Human",86,"4c",14,0
"Human",86,"4c",15,1
"Human",86,"4c",16,1
"Human",86,"4c",17,0
"Human",86,"4c",18,0
"Human",86,"4c",19,0
"Human",86,"4c",20,0
"Human",87,"op",1,1
"Human",87,"op",2,1
"Human",87,"op",3,1
"Human",87,"op",4,1
"Human",87,"op",5,1
"Human",87,"op",6,1
"Human",87,"op",7,1
"Human",87,"op",8,0
"Human",87,"op",9,1
"Human",87,"op",10,1
"Human",87,"op",11,1
"Human",87,"op",12,1
"Human",87,"op",13,1
"Human",87,"op",14,1
"Human",87,"op",15,0
"Human",87,"op",16,1
"Human",87,"op",17,0
"Human",87,"op",18,1
"Human",87,"op",19,1
"Human",87,"op",20,0
"Human",87,"2c",1,1
"Human",87,"2c",2,0
"Human",87,"2c",3,1
"Human",87,"2c",4,1
"Human",87,"2c",5,1
"Human",87,"2c",6,1
"Human",87,"2c",7,1
"Human",87,"2c",8,0
"Human",87,"2c",9,1
"Human",87,"2c",10,1
"Human",87,"2c",11,1
"Human",87,"2c",12,1
"Human",87,"2c",13,1
"Human",87,"2c",14,1
"Human",87,"2c",15,0
"Human",87,"2c",16,0
"Human",87,"2c",17,1
"Human",87,"2c",18,1
"Human",87,"2c",19,1
"Human",87,"2c",20,1
"Human",87,"4c",1,1
"Human",87,"4c",2,1
"Human",87,"4c",3,1
"Human",87,"4c",4,1
"Human",87,"4c",5,1
"Human",87,"4c",6,1
"Human",87,"4c",7,1
"Human",87,"4c",8,1
"Human",87,"4c",9,1
"Human",87,"4c",10,1
"Human",87,"4c",11,1
"Human",87,"4c",12,1
"Human",87,"4c",13,1
"Human",87,"4c",14,1
"Human",87,"4c",15,0
"Human",87,"4c",16,1
"Human",87,"4c",17,0
"Human",87,"4c",18,1
"Human",87,"4c",19,1
"Human",87,"4c",20,0
